id,Gene_name,gene_biotype,Chr,Start,End,Strand,TGFb_m_av,TGFb_12h_av,TBFb_48h_av,12h_fold_change,48h_fold_change,12h_padj,48h_padj,TGFb_m_1_TPM,TGFb_m_2_TPM,TGFb_12h_1_TPM,TGFb_12h_2_TPM,TGFb_48h_1_TPM,TGFb_48h_2_TPM
ENSG00000134419,RPS15A,protein_coding,16,18781295,18790383,-,711.615,639,485.98,0.897957463,0.682925458,0.001417758,1.69E-19,702.18,721.05,649.85,628.15,484.53,487.43
ENSG00000110700,RPS13,protein_coding,11,17074388,17077715,-,698.04,617.3,407.84,0.884333276,0.584264512,0.000672774,2.61E-31,694.84,701.24,609.51,625.09,407.53,408.15
ENSG00000166165,CKB,protein_coding,14,103519667,103522833,-,693.94,334.53,370.82,0.482073378,0.534368966,2.21E-96,1.47E-55,684.86,703.02,340.45,328.61,349.21,392.43
ENSG00000117450,PRDX1,protein_coding,1,45510914,45542732,-,686.41,672.825,446.17,0.980208622,0.650005099,0.114030928,1.29E-33,681.13,691.69,674.57,671.08,445,447.34
ENSG00000264462,MIR3648-2,miRNA,21,8986999,8987178,+,684.27,636.88,567.335,0.930743712,0.829109854,0.546584681,0.131426639,680.46,688.08,599.04,674.72,529.17,605.5
ENSG00000275708,MIR3648-1,miRNA,21,8208473,8208652,+,684.27,636.88,567.335,0.930743712,0.829109854,0.546584681,0.131426639,680.46,688.08,599.04,674.72,529.17,605.5
ENSG00000122406,RPL5,protein_coding,1,92832013,92841924,+,677.105,543.965,386.4,0.803368754,0.570664816,1.21E-09,5.69E-41,693.7,660.51,547.83,540.1,390.26,382.54
ENSG00000149925,ALDOA,protein_coding,16,30064164,30070457,+,671.705,577.41,617.93,0.859618434,0.919942534,3.69E-08,0.000771825,649.87,693.54,580.19,574.63,598.71,637.15
ENSG00000197061,H4C3,protein_coding,6,26103933,26104337,+,666.005,605.1,322.62,0.908551738,0.484410778,0.021989413,1.61E-35,670.37,661.64,614.99,595.21,323.22,322.02
ENSG00000207165,SNORA70,snoRNA,X,154400281,154400415,+,665.565,663.275,500.815,0.996559314,0.75246595,0.915884778,0.359113451,761.7,569.43,685.18,641.37,545.88,455.75
ENSG00000276161,SNORA17B,snoRNA,9,136726105,136726234,-,665.26,731.31,771.575,1.09928449,1.159809698,0.965136108,0.844340171,649.58,680.94,658.4,804.22,740.03,803.12
ENSG00000130726,TRIM28,protein_coding,19,58544064,58550722,+,665.195,655.62,511.165,0.985605725,0.76844384,0.137232,2.22E-17,647.45,682.94,670.71,640.53,504.28,518.05
ENSG00000106927,AMBP,protein_coding,9,114060127,114078328,-,663.01,816.375,848.55,1.23131627,1.27984495,0.000195822,3.08E-07,653.82,672.2,818.91,813.84,827.24,869.86
ENSG00000158373,H2BC5,protein_coding,6,26158122,26171349,+,654.46,618.955,353.485,0.945749167,0.540117043,0.066610011,1.63E-33,646.87,662.05,624.02,613.89,341.16,365.81
ENSG00000138207,RBP4,protein_coding,10,93591687,93601744,-,647.135,476.73,125.06,0.736677818,0.193251794,6.00E-21,8.13E-287,636.24,658.03,479.87,473.59,118.57,131.55
ENSG00000238622,SNORD97,snoRNA,11,10801467,10801608,-,641.905,721.315,927.19,1.123709895,1.444434924,0.912838324,0.225283135,581.02,702.79,695.86,746.77,1013.34,841.04
ENSG00000162244,RPL29,protein_coding,3,51993522,51995895,-,640.895,552.34,365.735,0.86182604,0.570662901,7.25E-06,4.49E-40,640.35,641.44,557.52,547.16,371.79,359.68
ENSG00000170889,RPS9,protein_coding,19,54200809,54249003,+,639.295,592.44,450.935,0.926708327,0.705362939,0.007681081,1.15E-18,617.68,660.91,589.82,595.06,450.36,451.51
ENSG00000184357,H1-5,protein_coding,6,27866792,27867588,-,638.92,565.595,261.555,0.885236023,0.4093705,8.36E-05,6.17E-96,630.35,647.49,576.11,555.08,256.62,266.49
ENSG00000196531,NACA,protein_coding,12,56712305,56731628,-,635.375,594.75,430.72,0.936061381,0.677898879,0.017342211,1.60E-19,635.93,634.82,590.27,599.23,443.24,418.2
ENSG00000179218,CALR,protein_coding,19,12938578,12944489,+,630.305,627.685,623.965,0.995843282,0.989941378,0.162090021,0.111032837,622.02,638.59,633.46,621.91,619.16,628.77
ENSG00000111057,KRT18,protein_coding,12,52948871,52952906,+,629.6,1364.54,1957.595,2.167312579,3.109267789,4.75E-106,3.45E-261,621.62,637.58,1374.55,1354.53,1957.06,1958.13
ENSG00000168298,H1-4,protein_coding,6,26156329,26157115,+,628.16,539.905,326.195,0.859502356,0.519286488,1.59E-05,3.67E-51,635.55,620.77,553.32,526.49,329.5,322.89
ENSG00000278705,H4C2,protein_coding,6,26026896,26027283,-,624.71,551.68,280.305,0.883097757,0.448696195,0.010172059,2.38E-35,602.77,646.65,533.51,569.85,265.13,295.48
ENSG00000182899,RPL35A,protein_coding,3,197950190,197956610,+,621.195,549.615,425.2,0.884770483,0.684487158,0.00124157,4.16E-17,605.84,636.55,565.8,533.43,426.4,424
ENSG00000222328,RNU2-2P,snRNA,11,62841619,62841809,-,615.55,774.685,778.59,1.258524896,1.264868817,0.42995222,0.300125855,701.84,529.26,812.44,736.93,784.39,772.79
ENSG00000198755,RPL10A,protein_coding,6,35468401,35470785,+,598.425,529.71,386.745,0.885173581,0.646271463,0.000149751,1.13E-26,584.16,612.69,528.22,531.2,380.43,393.06
ENSG00000080824,HSP90AA1,protein_coding,14,102080742,102139699,-,597.55,659.2,254.925,1.103171283,0.426617019,0.505115138,6.29E-170,585.82,609.28,664.82,653.58,256.49,253.36
ENSG00000161960,EIF4A1,protein_coding,17,7572824,7579006,+,592.825,529.28,337.84,0.892809851,0.5698815,2.32E-05,2.26E-61,579.25,606.4,517.33,541.23,331.75,343.93
ENSG00000277925,Telomerase-vert,misc_RNA,3,169764610,169765047,-,592.69,492.615,433.88,0.831151192,0.732052169,7.85E-05,1.13E-09,586.5,598.88,504.41,480.82,421.67,446.09
ENSG00000197111,PCBP2,protein_coding,12,53452102,53481162,+,589.02,621.45,538.86,1.055057553,0.914841601,0.938248833,0.00024731,568.99,609.05,617.73,625.17,532.83,544.89
ENSG00000254772,EEF1G,protein_coding,11,62559596,62574086,-,582.2,534.86,422.02,0.918687736,0.724871178,0.000293509,2.40E-23,569.17,595.23,538.88,530.84,411.18,432.86
ENSG00000130255,RPL36,protein_coding,19,5674947,5691875,+,579.69,507.79,301,0.87596819,0.519243044,0.000794258,9.75E-42,562.85,596.53,528.05,487.53,296.53,305.47
ENSG00000196230,TUBB,protein_coding,6,30717435,30725538,+,578.55,653.28,488.295,1.129167747,0.843997926,0.192766026,1.32E-11,568.92,588.18,656.94,649.62,484.35,492.24
ENSG00000187837,H1-2,protein_coding,6,26055740,26056470,-,577.845,520.125,322.65,0.900111622,0.558367728,0.000864387,1.72E-41,562.39,593.3,521.97,518.28,323.04,322.26
ENSG00000277157,H4C4,protein_coding,6,26188710,26189112,-,574.88,452.985,262.865,0.787964445,0.457251948,3.58E-06,2.63E-36,557.08,592.68,456.85,449.12,262.75,262.98
ENSG00000197837,H4-16,protein_coding,12,14767999,14771131,-,573.77,535.2,359.7,0.932777942,0.626906252,0.137948411,1.81E-13,603.77,543.77,549.32,521.08,368.26,351.14
ENSG00000167658,EEF2,protein_coding,19,3976056,3985463,-,571.395,543.905,470.96,0.951889674,0.824228423,0.011897199,2.72E-12,546.88,595.91,531,556.81,472.56,469.36
ENSG00000274997,H2AC12,protein_coding,6,27147106,27147562,+,566.23,518.63,236.22,0.915935221,0.417180298,0.030017377,6.34E-50,551.93,580.53,533.14,504.12,237.6,234.84
ENSG00000197409,H3C4,protein_coding,6,26196784,26197286,-,565.685,539.39,242.4,0.953516533,0.428507031,0.118031491,4.56E-53,550.35,581.02,548.19,530.59,240.07,244.73
ENSG00000277075,H2AC8,protein_coding,6,26216921,26217437,+,563.735,548.5,268.03,0.972974891,0.475453892,0.243472479,4.21E-44,551.29,576.18,534.64,562.36,269.35,266.71
ENSG00000238795,SCARNA12,snoRNA,12,6967337,6967606,-,563.46,584.725,546.11,1.037740035,0.969208107,0.90223625,0.453579176,564.6,562.32,597.78,571.67,544.31,547.91
ENSG00000180596,H2BC4,protein_coding,6,26114873,26123926,-,560.57,511.42,277.645,0.912321387,0.495290508,0.023443154,3.38E-33,540.9,580.24,507.89,514.95,285.75,269.54
ENSG00000166441,RPL27A,protein_coding,11,8682788,8714759,+,553.18,507.785,424.96,0.917938103,0.768212878,0.005025229,1.26E-11,549.67,556.69,511.07,504.5,422.91,427.01
ENSG00000277775,H3C7,protein_coding,6,26250142,26250635,-,544.84,511.71,242.065,0.939193158,0.444286396,0.074924496,1.20E-44,528.43,561.25,522.97,500.45,232.19,251.94
ENSG00000270722,RNVU1-31,snRNA,1,145465617,145465780,-,538.8,402.59,288.825,0.747197476,0.536052339,0.202271309,0.002378178,619.47,458.13,466.33,338.85,303.92,273.73
ENSG00000075415,SLC25A3,protein_coding,12,98593591,98606379,+,531.84,521.39,451.32,0.980351233,0.848601083,0.144325411,5.09E-07,514.94,548.74,525.16,517.62,453.2,449.44
ENSG00000184009,ACTG1,protein_coding,17,81509413,81523847,-,531.005,621.545,718.605,1.170506869,1.353292342,0.020898898,3.54E-13,520.64,541.37,621.93,621.16,707.35,729.86
ENSG00000115541,HSPE1,protein_coding,2,197500140,197503449,+,529.17,498.595,204.845,0.942220836,0.387106223,0.062172262,4.37E-67,522.97,535.37,508.79,488.4,198.83,210.86
ENSG00000110955,ATP5F1B,protein_coding,12,56638175,56645984,-,527.075,518.45,369.325,0.983636105,0.700706731,0.093906551,3.23E-29,515.45,538.7,521.81,515.09,371.7,366.95
ENSG00000274641,H2BC17,protein_coding,6,27893425,27893891,+,522.885,492.83,212.995,0.942520822,0.407345783,0.138917211,5.96E-47,493.61,552.16,511.53,474.13,209.7,216.29
ENSG00000132341,RAN,protein_coding,12,130872037,130877678,+,521.135,550.075,380.19,1.055532635,0.729542249,0.948332771,4.39E-16,513.25,529.02,559.63,540.52,384.97,375.41
ENSG00000099194,SCD,protein_coding,10,100347233,100364826,+,518.475,389.865,348.025,0.75194561,0.671247408,6.30E-29,1.05E-50,506.98,529.97,393.6,386.13,347.08,348.97
ENSG00000207496,SNORA7A,snoRNA,3,12840312,12840450,-,518.365,526.805,463.39,1.016281963,0.893945386,0.941033724,0.688855358,528.03,508.7,535.51,518.1,447.95,478.83
ENSG00000104904,OAZ1,protein_coding,19,2269509,2273490,+,517.165,501.59,434.915,0.969883886,0.840959848,0.100995218,6.50E-07,503.59,530.74,502.92,500.26,439.49,430.34
ENSG00000163682,RPL9,protein_coding,4,39452587,39458931,-,511.96,458.975,296.485,0.896505586,0.579117509,0.000915422,1.71E-34,503.02,520.9,458.02,459.93,288.67,304.3
ENSG00000172757,CFL1,protein_coding,11,65823022,65862026,-,511.84,578.355,668.16,1.12995272,1.30540794,0.320939417,2.10E-07,496.19,527.49,577.28,579.43,666.98,669.34
ENSG00000143947,RPS27A,protein_coding,2,55231903,55235853,+,505.73,467.82,314.68,0.925039052,0.622229253,0.012740049,1.22E-26,510.56,500.9,461.56,474.08,318.45,310.91
ENSG00000197728,RPS26,protein_coding,12,56041351,56044697,+,504.845,487.94,308.9,0.966514475,0.61187097,0.177632594,2.13E-23,513.73,495.96,496.47,479.41,312.43,305.37
ENSG00000196787,H2AC11,protein_coding,6,27133043,27133535,+,504.57,483.15,225.125,0.957548011,0.446171988,0.165012071,5.74E-44,499.86,509.28,479.85,486.45,224.58,225.67
ENSG00000240972,MIF,protein_coding,22,23894383,23895227,+,497.295,381.49,426.46,0.767130174,0.857559396,5.13E-09,0.000253542,485.54,509.05,382.8,380.18,423.11,429.81
ENSG00000140264,SERF2,protein_coding,15,43777087,43804427,+,495.925,448.85,543.56,0.905076372,1.096052831,0.003842119,0.613092502,484.03,507.82,456.18,441.52,547.1,540.02
ENSG00000144381,HSPD1,protein_coding,2,197486584,197516737,-,495.82,442.76,212.925,0.892985358,0.429440119,2.26E-06,5.82E-142,488.14,503.5,441.66,443.86,212.24,213.61
ENSG00000132507,EIF5A,protein_coding,17,7306999,7312463,+,494.435,446.52,263.585,0.903091407,0.533103441,0.000214707,6.81E-62,484.21,504.66,455.55,437.49,265.68,261.49
ENSG00000275713,H2BC9,protein_coding,6,26251614,26252075,+,494.08,420.665,243.675,0.851410703,0.493189362,0.000881768,1.25E-32,484.88,503.28,433.75,407.58,241.5,245.85
ENSG00000273802,H2BC8,protein_coding,6,26216200,26216688,-,489.125,433.28,221.545,0.885826731,0.452941477,0.00534496,6.46E-40,475.98,502.27,435.62,430.94,213.81,229.28
ENSG00000149806,FAU,protein_coding,11,65120630,65122177,-,488.92,456.66,306.02,0.934017835,0.625910169,0.066426888,3.44E-18,492.33,485.51,456.38,456.94,309.01,303.03
ENSG00000175061,SNHG29,lncRNA,17,16438767,16480249,+,487.86,373.465,224.47,0.765516747,0.460111507,1.27E-13,2.93E-63,471.67,504.05,374.51,372.42,233.19,215.75
ENSG00000169045,HNRNPH1,protein_coding,5,179614178,179634784,-,482.255,529.67,470.63,1.098319354,0.975894496,0.665961887,0.09284008,481.51,483,532.22,527.12,475.83,465.43
ENSG00000067225,PKM,protein_coding,15,72199029,72231819,-,477.95,364.12,495.095,0.761837012,1.035871953,4.50E-21,0.733236566,471.45,484.45,366.88,361.36,487.28,502.91
ENSG00000184260,H2AC20,protein_coding,1,149886918,149887411,+,475.055,407.7,234.765,0.858216417,0.494184884,0.000802003,4.53E-33,463.55,486.56,411.2,404.2,227.44,242.09
ENSG00000130208,APOC1,protein_coding,19,44914247,44919349,+,467.19,491.58,244.01,1.052205741,0.522292857,0.946776101,1.97E-27,451.59,482.79,498.51,484.65,245.45,242.57
ENSG00000180573,H2AC6,protein_coding,6,26124145,26139116,+,465.355,436.725,258.07,0.938477077,0.554565869,0.114030928,1.01E-27,455.94,474.77,466.25,407.2,246.79,269.35
ENSG00000166794,PPIB,protein_coding,15,64155740,64163134,-,462.77,442.08,387.975,0.955290965,0.838375435,0.058613779,1.31E-06,444.11,481.43,440.8,443.36,391.23,384.72
ENSG00000206597,SNORA57,snoRNA,11,62665422,62665570,+,462.505,471.83,439.805,1.020161944,0.95091945,0.939140585,0.79633481,515.4,409.61,449.49,494.17,401.03,478.58
ENSG00000166598,HSP90B1,protein_coding,12,103930107,103953931,+,458.655,424.2,354.455,0.924878176,0.772813989,0.000198824,1.18E-20,450.92,466.39,420.24,428.16,353.88,355.03
ENSG00000087460,GNAS,protein_coding,20,58839718,58911192,+,458.565,510.465,749.3,1.113179157,1.634010446,0.442350733,4.47E-37,446.86,470.27,510.94,509.99,749.29,749.31
ENSG00000116251,RPL22,protein_coding,1,6185020,6209389,-,457.14,403.84,298.15,0.883405521,0.652207201,0.000161912,3.07E-24,450.83,463.45,408.84,398.84,305.29,291.01
ENSG00000274290,H2BC6,protein_coding,6,26172059,26184655,+,456.235,413.38,193.785,0.906068145,0.424748211,0.02981573,2.15E-42,452.7,459.77,426.91,399.85,192.87,194.7
ENSG00000092199,HNRNPC,protein_coding,14,21209136,21269494,-,453.855,454.03,333.42,1.000385586,0.734639918,0.275992411,1.66E-19,447.5,460.21,457.17,450.89,338.06,328.78
ENSG00000124635,H2BC11,protein_coding,6,27125897,27132795,-,452.4,397.16,181.365,0.877895668,0.400895225,0.004814272,1.36E-47,447.8,457,398.2,396.12,178.44,184.29
ENSG00000096384,HSP90AB1,protein_coding,6,44246166,44253888,+,449.805,419.265,227.885,0.932103912,0.506630651,0.000743122,3.11E-93,445.74,453.87,415.27,423.26,230.74,225.03
ENSG00000278677,H2AC17,protein_coding,6,27892699,27893185,-,445.595,397.2,178.365,0.891392408,0.400285012,0.013076448,1.31E-46,446.34,444.85,407.41,386.99,173.48,183.25
ENSG00000158406,H4C8,protein_coding,6,26277609,26285638,-,440.185,401.4,213.575,0.911889319,0.485193725,0.0594799,2.51E-26,434.98,445.39,403.76,399.04,205.36,221.79
ENSG00000241468,ATP5MF,protein_coding,7,99448475,99466186,-,435.47,409.44,375.315,0.940225503,0.861861896,0.255508756,0.019461507,453.65,417.29,404.27,414.61,377.39,373.24
ENSG00000106153,CHCHD2,protein_coding,7,56101573,56106476,-,434.545,440.155,370.36,1.012910055,0.852293779,0.560139673,2.94E-05,419.53,449.56,446.4,433.91,361.47,379.25
ENSG00000102144,PGK1,protein_coding,X,77910739,78129295,+,427.69,312.69,450.95,0.731113657,1.054385186,6.92E-25,0.979093498,420.46,434.92,312.41,312.97,445.21,456.69
ENSG00000155368,DBI,protein_coding,2,119366924,119372550,+,426.93,481.945,442.495,1.128861874,1.036457967,0.515246311,0.849176128,416.43,437.43,490.21,473.68,439.87,445.12
ENSG00000115053,NCL,protein_coding,2,231453531,231483641,-,426.645,317.85,223.245,0.744998769,0.52325704,6.23E-22,4.60E-83,427.62,425.67,322.9,312.8,222.48,224.01
ENSG00000169020,ATP5ME,protein_coding,4,672436,674330,-,426.325,432.49,298.165,1.014460799,0.699384273,0.784291657,1.17E-05,430.97,421.68,440.9,424.08,308.02,288.31
ENSG00000108953,YWHAE,protein_coding,17,1344275,1400222,-,421.265,428.255,368.475,1.016592881,0.874686955,0.498777242,2.88E-05,423.21,419.32,429.04,427.47,379.15,357.8
ENSG00000168036,CTNNB1,protein_coding,3,41194741,41260096,+,420.365,401.875,469,0.956014416,1.115697073,0.012923736,0.221455924,418.83,421.9,394.36,409.39,458.69,479.31
ENSG00000196866,H2AC7,protein_coding,6,26198784,26199293,-,412.565,386.19,187.21,0.93607068,0.453770921,0.117866815,4.80E-35,418.93,406.2,376.03,396.35,180.79,193.63
ENSG00000185787,MORF4L1,protein_coding,15,78810487,78898139,+,410.63,461.05,491.41,1.122786937,1.19672211,0.503729356,0.016621853,418.35,402.91,466.78,455.32,486.65,496.17
ENSG00000201098,RNY1,misc_RNA,7,148987136,148987248,-,408.365,323.505,310.015,0.792195707,0.759161534,0.82337699,0.75756111,418.25,398.48,364.85,282.16,255.62,364.41
ENSG00000185624,P4HB,protein_coding,17,81843159,81860856,-,405.94,383.225,337.695,0.944043455,0.831884022,0.003395842,2.26E-11,402.18,409.7,380.81,385.64,333.08,342.31
ENSG00000197747,S100A10,protein_coding,1,151982915,151993859,-,404.715,435.575,384.74,1.076251189,0.950644281,0.932523036,0.092380933,400.84,408.59,434.79,436.36,389.86,379.62
ENSG00000132475,H3-3B,protein_coding,17,75776434,75785893,-,400.71,457.55,476.74,1.141848219,1.189738215,0.283293711,0.014881613,397.07,404.35,467.78,447.32,474.06,479.42
ENSG00000181019,NQO1,protein_coding,16,69706996,69726668,-,400.395,374.855,118.675,0.93621299,0.29639481,0.010400917,1.06E-167,403.35,397.44,370.9,378.81,118.47,118.88
ENSG00000070756,PABPC1,protein_coding,8,100685816,100722809,-,398.86,365.61,282.675,0.916637417,0.708707316,0.000175941,3.36E-29,387.97,409.75,362.11,369.11,280.71,284.64
ENSG00000125743,SNRPD2,protein_coding,19,45687460,45692569,-,398.15,358.035,249.84,0.899246515,0.627502198,0.020463883,4.67E-16,396.09,400.21,350.96,365.11,246.45,253.23
ENSG00000110492,MDK,protein_coding,11,46380756,46383837,+,394.765,436.47,425.32,1.105645131,1.077400479,0.682003849,0.82217163,381,408.53,449.72,423.22,409.89,440.75
ENSG00000239183,SNORA84,snoRNA,9,92292461,92292593,-,392.025,346.915,295.74,0.884930808,0.754390664,0.801519447,0.524634331,405.89,378.16,334.55,359.28,266.61,324.87
ENSG00000164032,H2AZ1,protein_coding,4,99948086,99950355,-,390.215,380.655,266.315,0.975500686,0.682482734,0.176404804,3.57E-18,382.5,397.93,382.05,379.26,271.48,261.15
ENSG00000171314,PGAM1,protein_coding,10,97426191,97433444,+,389.14,297.385,333.77,0.764210824,0.857711877,6.67E-17,8.53E-08,383.33,394.95,303.54,291.23,330.02,337.52
ENSG00000163586,FABP1,protein_coding,2,88122982,88128062,-,386.605,213.195,56.655,0.551454327,0.146544923,2.50E-23,8.26E-134,384.9,388.31,209.84,216.55,56.96,56.35
ENSG00000151655,ITIH2,protein_coding,10,7703316,7749520,+,381.46,344.27,218.13,0.902506161,0.571829287,8.90E-06,7.92E-65,372.54,390.38,344.07,344.47,211.73,224.53
ENSG00000165119,HNRNPK,protein_coding,9,83968083,83980616,-,381.035,386.925,353.1,1.015457898,0.926686525,0.444312184,0.0010174,372.65,389.42,390.26,383.59,348.64,357.56
ENSG00000182718,ANXA2,protein_coding,15,60347134,60402883,-,380.01,467.63,538.66,1.23057288,1.417489013,0.000812378,1.25E-14,371.06,388.96,467.91,467.35,535.64,541.68
ENSG00000127022,CANX,protein_coding,5,179678628,179731641,+,372.305,369.785,321.76,0.993231356,0.864237655,0.150614524,4.18E-08,364.37,380.24,367.87,371.7,323.49,320.03
ENSG00000185130,H2BC13,protein_coding,6,27807479,27807929,-,370.13,341.89,142.935,0.923702483,0.386175128,0.116284408,9.24E-38,365.9,374.36,356.69,327.09,148.56,137.31
ENSG00000167553,TUBA1C,protein_coding,12,49188736,49274600,+,366.115,413.105,399.13,1.12834765,1.090176584,0.371225834,0.634024215,364.98,367.25,420.11,406.1,400.69,397.57
ENSG00000114942,EEF1B2,protein_coding,2,206159585,206162928,+,363.29,338.01,210.045,0.930413719,0.578174461,0.029762503,1.88E-27,353.45,373.13,331.3,344.72,217.17,202.92
ENSG00000173812,EIF1,protein_coding,17,41688885,41692668,+,357.64,337.56,363.195,0.943854155,1.015532379,0.038083547,0.584597253,358.27,357.01,333.07,342.05,372.08,354.31
ENSG00000198034,RPS4X,protein_coding,X,72255679,72277248,-,355.39,321.88,224.03,0.905709221,0.630377895,0.001340323,4.63E-29,356,354.78,327.04,316.72,218.53,229.53
ENSG00000248527,MTATP6P1,unprocessed_pseudogene,1,633696,634376,+,353.545,369.91,361.31,1.046288308,1.021963258,0.913835746,0.745440459,371.61,335.48,377.59,362.23,350.19,372.43
ENSG00000232112,TMA7,protein_coding,3,48440257,48444208,+,352.4,333.95,259.535,0.947644722,0.736478434,0.198464278,7.20E-08,360.31,344.49,321.08,346.82,252.88,266.19
ENSG00000005022,SLC25A5,protein_coding,X,119468422,119471396,+,351.7,330.535,221.415,0.93982087,0.62955644,0.015093214,1.54E-31,346.12,357.28,334.96,326.11,218.42,224.41
ENSG00000234648,,processed_pseudogene,14,98973314,98973471,+,349.53,368.515,372.71,1.054315795,1.066317627,0.991065949,0.987005904,342.28,356.78,342.5,394.53,360.11,385.31
ENSG00000125968,ID1,protein_coding,20,31605283,31606515,+,348.825,207.835,256.23,0.59581452,0.734551709,5.74E-31,3.34E-14,344.99,352.66,201.36,214.31,252.1,260.36
ENSG00000172270,BSG,protein_coding,19,571277,583494,+,348.345,335.955,290.095,0.964431813,0.83278072,0.056739013,1.40E-08,338.82,357.87,341.89,330.02,284.96,295.23
ENSG00000188229,TUBB4B,protein_coding,9,137241287,137243707,+,347.235,390.96,272.525,1.125923366,0.784843118,0.350584146,2.32E-12,336.38,358.09,392.69,389.23,266,279.05
ENSG00000207445,SNORD15B,snoRNA,11,75404421,75404566,+,346.075,321.605,403.485,0.929292783,1.165888897,0.822183722,0.843889434,378.35,313.8,345.33,297.88,417.33,389.64
ENSG00000122566,HNRNPA2B1,protein_coding,7,26171151,26201529,-,344.125,321.87,275.545,0.935328732,0.800711951,0.002277435,2.47E-13,345.62,342.63,321.15,322.59,277.78,273.31
ENSG00000109475,RPL34,protein_coding,4,108620569,108630412,+,343.545,301.61,218.065,0.877934477,0.634749451,0.006577745,7.39E-15,330.93,356.16,303.32,299.9,219.55,216.58
ENSG00000126267,COX6B1,protein_coding,19,35648323,35658782,+,342.435,331.87,265.335,0.969147429,0.774847781,0.35774699,1.82E-05,341.22,343.65,324.88,338.86,255.99,274.68
